contractRowId,playerName,playerKey,playerId,pfrId,pairId,termModelId,aavModelId,ageAtSigning,yearsExpAtSigning,prevSignedTeam,expectedTerm,modalTerm,modalTermProb,expectedAavPerc,expectedAav,modalAavPerc,modalAav,impliedCap2026,predictedTerm,.pred_1,.pred_2,.pred_3,.pred_4,.pred_5,prevContractTerm,prevContractAav,prevContractAavPerc,regWeightedTargets,regWeightedReceptions,regWeightedReceivingYards,regWeightedReceivingTds,regWeightedTargetShare,snapWeightedOffensePctMean,ngsWeightedYardsPerTarget,marketPrev1MedianAavPerc,prevContractAavMillions,expectedAavMillions,modalAavMillions
5509,Jalen Sample,jalen sample,NA,NA,glm_pair,term_ll_final,aavPerc_rl_final,27,NA,WAS,1.4254393918081543,1,0.7507320850454464,0.007746649393965136,2336291.0870688506,0.0066365466377424675,2001498.19233503,301587301.5873016,1,0.7507320850454464,0.08304991945931331,0.1580506975520732,0.00638111452797452,0.0017861834151926999,3,899167,0.004,NA,NA,NA,NA,NA,NA,NA,0.0042,0.899167,2.3362910870688505,2.00149819233503
5588,Taye Barber,taye barber,00-0038814,NA,glm_pair,term_ll_final,aavPerc_rl_final,26,3,TB,1.3149279071527398,1,0.7946193415339784,0.007735223866683919,2332845.2931268965,0.00694552068884498,2094680.842667534,301587301.5873016,1,0.7946193415339784,0.10888296571565326,0.08578992051259902,0.00836598853918806,0.0023417836985811244,3,899000,0.004,NA,NA,NA,NA,NA,NA,NA,0.0042,0.899,2.3328452931268964,2.094680842667534
5519,Jordan Matthews,jordan matthews,00-0031299,NA,glm_pair,term_ll_final,aavPerc_rl_final,33,12,CAR,1.026784434347604,1,0.9792531712018838,0.007617183397272499,2297245.786479008,0.0075577996824274605,2279336.412160663,301587301.5873016,1,0.9792531712018838,0.016156797090557763,0.0033592148718944773,0.0010140598293982698,2.1675700626561586e-4,1,1255000,0.0045,1,0,0,0,0.00193050193050193,NA,NA,0.0042,1.255,2.297245786479008,2.2793364121606627
5529,K.J. Hamler,k j hamler,NA,NA,glm_pair,term_ll_final,aavPerc_rl_final,26,NA,BUF,1.433328577867028,1,0.7460650239791047,0.007588185081339265,2288500.262626128,0.006457758628744692,1947577.9991452247,301587301.5873016,1,0.7460650239791047,0.08465418955655828,0.16098274748745262,0.006483262571974118,0.0018147764049104961,1,1108000,0.004,NA,NA,NA,NA,NA,NA,NA,0.0042,1.108,2.288500262626128,1.9475779991452247
5544,Laviska Shenault,laviska shenault,NA,NA,glm_pair,term_ll_final,aavPerc_rl_final,27,NA,BUF,1.4008096925090088,1,0.7652053323720615,0.007563658567333997,2281103.377449936,0.006517846075477348,1965699.6100645973,301587301.5873016,1,0.7652053323720615,0.07812802722042819,0.14899585281732647,0.005993190706809087,0.001677596883375065,1,1210000,0.0043,NA,NA,NA,NA,NA,NA,NA,0.0042,1.21,2.2811033774499356,1.9656996100645974
5575,Sam James,sam james,NA,NA,glm_pair,term_ll_final,aavPerc_rl_final,NA,NA,LA,1.4709268950069978,1,0.7240803386667676,0.007500034274399128,2261915.098628309,0.006271241035973937,1891326.6616429335,301587301.5873016,1,0.7240803386667676,0.09193020583431961,0.17494885213754038,0.00706342854789224,0.0019771748134801933,3,898333,0.004,NA,NA,NA,NA,NA,NA,NA,0.0042,0.898333,2.261915098628309,1.8913266616429334
5456,Braxton Westfield,braxton westfield,NA,NA,glm_pair,term_ll_final,aavPerc_rl_final,NA,NA,IND,1.4709443884058058,1,0.724071289024433,0.00743943454194595,2243638.988840842,0.006210593815044783,1873036.229934141,301587301.5873016,1,0.724071289024433,0.0919308942231561,0.17495714569348061,0.007063481440032703,0.001977189618897597,3,901667,0.004,NA,NA,NA,NA,NA,NA,NA,0.0042,0.901667,2.2436389888408423,1.873036229934141
5451,Avery Davis,avery davis,00-0039186,NA,glm_pair,term_ll_final,aavPerc_rl_final,NA,3,DET,1.302182876198099,1,0.802871730064326,0.007391153998459573,2229078.1900116173,0.006633620204189695,2000615.617136575,301587301.5873016,1,0.802871730064326,0.10458812250919483,0.08227144743792482,0.008022941141163519,0.0022457588473909136,3,898333,0.004,NA,NA,NA,NA,NA,NA,NA,0.0042,0.898333,2.2290781900116174,2.000615617136575
5550,Malik Heath,malik heath,00-0038465,HeatMa00,glm_pair,term_ll_final,aavPerc_rl_final,25,3,GB,1.1379874938159757,1,0.9001753565973084,0.0073601644578355635,2219732.1380773927,0.007011405131441352,2114550.7539267573,301587301.5873016,1,0.9001753565973084,0.07314552413447006,0.016559835395118464,0.0087548366011444,0.0013644472719588053,3,901333,0.004,9,7.333333333333333,89.66666666666667,0.6666666666666666,0.019484007996002,0.26736596736596735,NA,0.0042,0.901333,2.2197321380773927,2.1145507539267574
5455,Braxton Burmeister,braxton burmeister,NA,NA,glm_pair,term_ll_final,aavPerc_rl_final,27,NA,LA,1.4297491771725468,1,0.7482066777648744,0.0073203446529300446,2207722.990566204,0.0061989967564150894,1869538.7043156622,301587301.5873016,1,0.7482066777648744,0.0838918539872619,0.15965137275133173,0.006445804303507996,0.0018042911930242803,3,898333,0.004,NA,NA,NA,NA,NA,NA,NA,0.0042,0.898333,2.2077229905662037,1.8695387043156622
