contractRowId,playerName,playerKey,playerId,pfrId,ageAtSigning,yearsExpAtSigning,prevSignedTeam,termScenario,aavPercPrediction,impliedCap2026,aavPrediction,aavPredictionMillions,termProbability,pairId,termModelId,aavModelId,weightedAavPercContribution,weightedAavContribution,prevContractTerm,prevContractAav,prevContractAavPerc,regWeightedTargets,regWeightedReceptions,regWeightedReceivingYards,regWeightedReceivingTds,regWeightedTargetShare,snapWeightedOffensePctMean,ngsWeightedYardsPerTarget,marketPrev1MedianAavPerc,prevContractAavMillions
5448,Aron Cruickshank,aron cruickshank,00-0038422,NA,25,3,CHI,5,0.0283072275878668,301587301.5873016,8537100.38364237,8.53710038364237,0.0025795346434666433,glm_pair,term_ll_final,aavPerc_rl_final,7.301947422339712e-5,22021.746194357864,3,901000,0.004,NA,NA,NA,NA,NA,NA,NA,0.0042,0.901
5522,Josh Reynolds,josh reynolds,00-0033943,ReynJo00,31,9,NYJ,3,0.01088323048601636,301587301.5873016,3282244.114830331,3.282244114830331,0.0025194151935003296,glm_pair,term_ll_final,aavPerc_rl_final,2.7419376240835592e-5,8269.335691680577,1,2750000,0.0098,22,11.666666666666666,132,0.3333333333333333,0.04423296594733105,0.7357777777777778,NA,0.0042,2.75
5545,Lideatrick Griffin,lideatrick griffin,00-0039541,GrifLi00,25,2,GB,5,0.026168254621743662,301587301.5873016,7892013.298621105,7.892013298621105,0.0024906590619281992,glm_pair,term_ll_final,aavPerc_rl_final,6.517620050849033e-5,19656.314439068516,1,840000,0.003,NA,NA,NA,NA,NA,NA,NA,0.0042,0.84
5527,Justyn Ross,justyn ross,00-0037216,RossJu00,26,4,KC,4,0.016299599523299707,301587301.5873016,4915752.237185626,4.915752237185626,0.0024696953270778995,glm_pair,term_ll_final,aavPerc_rl_final,4.0255044775934445e-5,12140.410329250071,1,960000,0.0034,1,0,0,0,0.00174825174825174,0.09,NA,0.0042,0.96
5521,Joseph Ngata,joseph ngata,00-0038484,NgatJo01,25,3,PHI,5,0.026717201675496953,301587301.5873016,8057568.759276859,8.05756875927686,0.00246121194800816,glm_pair,term_ll_final,aavPerc_rl_final,6.575669598107672e-5,19831.38450222949,3,908333,0.004,NA,NA,NA,NA,NA,NA,NA,0.0042,0.908333
5494,Equanimeous St. Brown,equanimeous st brown,00-0034279,St.BEq00,29,8,SF,4,0.016380549246190913,301587301.5873016,4940165.645676625,4.9401656456766245,0.002446473659761618,glm_pair,term_ll_final,aavPerc_rl_final,4.00745822632341e-5,12085.985127007109,1,1170000,0.0042,NA,NA,NA,NA,NA,0.24,NA,0.0042,1.17
5445,Ajou Ajou,ajou ajou,00-0039957,NA,24,1,IND,5,0.02744622451638378,301587301.5873016,8277432.790655427,8.277432790655427,0.0024403068804365914,glm_pair,term_ll_final,aavPerc_rl_final,6.69772105293388e-5,20199.476191387894,1,840000,0.003,NA,NA,NA,NA,NA,NA,NA,0.0042,0.84
5473,Dante Pettis,dante pettis,00-0034860,PettDa00,30,8,NO,4,0.015055313673325705,301587301.5873016,4540491.425288705,4.540491425288705,0.0024144550517206523,glm_pair,term_ll_final,aavPerc_rl_final,3.635037815380026e-5,10962.81245908262,1,1255000,0.0045,16.666666666666668,10,124.66666666666669,0.3333333333333333,0.03103222014914728,0.2508333333333333,NA,0.0042,1.255
5460,Bryan Thompson,bryan thompson,00-0038680,ThomBr05,26,3,BUF,5,0.028643807860404113,301587301.5873016,8638608.719804415,8.638608719804415,0.0023980549182090936,glm_pair,term_ll_final,aavPerc_rl_final,6.868942431587838e-5,20715.85812701094,3,900500,0.004,NA,NA,NA,NA,NA,NA,NA,0.0042,0.9005
5598,Tyler Hudson,tyler hudson,00-0038356,NA,25,3,LA,5,0.028134278931918423,301587301.5873016,8484941.265181748,8.484941265181748,0.002394919795355995,glm_pair,term_ll_final,aavPerc_rl_final,6.737934154211855e-5,20320.75379841671,3,898333,0.004,NA,NA,NA,NA,NA,NA,NA,0.0042,0.898333
5514,Jesse Matthews,jesse matthews,00-0038726,MattJe00,26,3,ATL,5,0.025135789954848217,301587301.5873016,7580635.065747876,7.580635065747876,0.0023711679440187278,glm_pair,term_ll_final,aavPerc_rl_final,5.9601179388524035e-5,17974.958863205662,1,840000,0.003,NA,NA,NA,NA,NA,NA,NA,0.0042,0.84
5520,Jose Barbon,jose barbon,00-0038730,NA,26,3,DAL,5,0.02756713633401238,301587301.5873016,8313898.259464052,8.313898259464052,0.002366672367873711,glm_pair,term_ll_final,aavPerc_rl_final,6.524237982311448e-5,19676.27327998691,3,899333,0.004,NA,NA,NA,NA,NA,NA,NA,0.0042,0.899333
5490,Dontay Demus Jr.,dontay demus jr,00-0038447,DemuDo00,25,3,BAL,5,0.02647517315638654,301587301.5873016,7984576.031291179,7.984576031291179,0.0023548866309457536,glm_pair,term_ll_final,aavPerc_rl_final,6.234603131794855e-5,18802.771349857503,3,899167,0.004,NA,NA,NA,NA,NA,NA,NA,0.0042,0.899167
5507,Jalen Moreno-Cropper,jalen moreno cropper,NA,NA,25,NA,DAL,5,0.0364568261698396,301587301.5873016,10994915.828999246,10.994915828999245,0.002346974454199521,glm_pair,term_ll_final,aavPerc_rl_final,8.55632397018061e-5,25804.786576735176,3,901667,0.004,NA,NA,NA,NA,NA,0.09555555555555556,NA,0.0042,0.901667
5588,Taye Barber,taye barber,00-0038814,NA,26,3,TB,5,0.029378596806698347,301587301.5873016,8860211.73535347,8.86021173535347,0.0023417836985811244,glm_pair,term_ll_final,aavPerc_rl_final,6.879831908911367e-5,20748.69940782793,3,899000,0.004,NA,NA,NA,NA,NA,NA,NA,0.0042,0.899
5503,Jadon Haselwood,jadon haselwood,00-0038483,NA,25,3,PHI,5,0.027625219024877374,301587301.5873016,8331415.261470955,8.331415261470955,0.00232584587320975,glm_pair,term_ll_final,aavPerc_rl_final,6.425200166552652e-5,19377.587803888953,3,902500,0.004,NA,NA,NA,NA,NA,NA,NA,0.0042,0.9025
5526,Justin Marshall,justin marshall,00-0038929,NA,NA,3,ATL,5,0.027159684570595227,301587301.5873016,8191015.981608085,8.191015981608086,0.0023208888187132982,glm_pair,term_ll_final,aavPerc_rl_final,6.303460823967455e-5,19010.437405616136,3,904167,0.004,NA,NA,NA,NA,NA,NA,NA,0.0042,0.904167
5596,Tyjon Lindsey,tyjon lindsey,00-0038763,LindTy01,27,3,SEA,5,0.027232351899534796,301587301.5873016,8212931.525256527,8.212931525256527,0.002308676955661681,glm_pair,term_ll_final,aavPerc_rl_final,6.287070327892559e-5,18961.005750787084,3,898667,0.004,NA,NA,NA,NA,NA,NA,NA,0.0042,0.898667
5589,Taylor Grimes,taylor grimes,00-0038789,NA,26,3,DEN,5,0.027672743818657225,301587301.5873016,8345748.135785513,8.345748135785513,0.002303711132665614,glm_pair,term_ll_final,aavPerc_rl_final,6.375000800644421e-5,19226.192890832383,3,899000,0.004,NA,NA,NA,NA,NA,NA,NA,0.0042,0.899
5480,DeAndre Hopkins,deandre hopkins,00-0030564,HopkDe00,33,13,BAL,5,0.03637449128975712,301587301.5873016,10970084.674688658,10.970084674688657,0.0022950093581133,glm_pair,term_ll_final,aavPerc_rl_final,8.347979790660332e-5,25176.446987705767,1,5000000,0.0179,52.666666666666664,33.333333333333336,423.3333333333333,3,0.11647903955596264,0.3833333333333333,7.725,0.0042,5
5551,Malik Knowles,malik knowles,00-0038806,KnowMa00,25,3,SF,5,0.025231803008794105,301587301.5873016,7609591.383604572,7.609591383604572,0.0022820896166501755,glm_pair,term_ll_final,aavPerc_rl_final,5.758123565573169e-5,17365.769483474636,1,840000,0.003,NA,NA,NA,NA,NA,NA,NA,0.0042,0.84
5451,Avery Davis,avery davis,00-0039186,NA,NA,3,DET,5,0.02906669632204306,301587301.5873016,8766146.50982251,8.76614650982251,0.0022457588473909136,glm_pair,term_ll_final,aavPerc_rl_final,6.527679042965313e-5,19686.65108195888,3,898333,0.004,NA,NA,NA,NA,NA,NA,NA,0.0042,0.898333
5477,David White Jr,david white jr,00-0039562,WhitDa06,25,2,BUF,5,0.027004712568733134,301587301.5873016,8144278.393744914,8.144278393744914,0.002243878815485804,glm_pair,term_ll_final,aavPerc_rl_final,6.05953024512635e-5,18274.773755142964,1,840000,0.003,NA,NA,NA,NA,NA,NA,NA,0.0042,0.84
5597,Tyler Adams,tyler adams,00-0038531,NA,NA,3,IND,5,0.028212537086091283,301587301.5873016,8508542.930725943,8.508542930725943,0.0022250834396271195,glm_pair,term_ll_final,aavPerc_rl_final,6.277524906012766e-5,18932.217970514695,3,898333,0.004,NA,NA,NA,NA,NA,NA,NA,0.0042,0.898333
